productName,description,categoryId,price,productStatus
해남 아삭한 청경채,신선하게 자란 청경채의 아삭한 식감과 담백한 맛을 자랑합니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,9800,ON_SALE
고창 엄선된 적채,"고창에서 자란 특·상급의 적채로, 풍부한 맛과 색감을 제공합니다.",7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,6200,ON_SALE
제주 고당도 가지,"제주산 고당도 가지로, 부드러운 식감과 달콤한 맛이 특징입니다.",7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,7500,ON_SALE
밀양 산지 선별 완두콩,"밀양에서 선별된 신선한 완두콩으로, 달콤한 맛이 일품입니다.",7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,5400,ON_SALE
태안 햇출하 쑥갓,"태안에서 햇출하된 신선한 쑥갓으로, 향긋한 맛을 느낄 수 있습니다.",067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,4300,ON_SALE
햇출하 아삭한 청경채,신선하고 아삭한 식감의 청경채에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,12000,ON_SALE
특품 고창 무,달큰하고 아삭한 식감의 고창산 무에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,8000,ON_SALE
제주산 유기농 시금치,신선하고 부드러운 제주산 유기농 시금치에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,15000,ON_SALE
엄선된 성주 참외,달달하고 아삭한 성주산 참외에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,10000,ON_SALE
산지 직송 신선한 쪽파,향긋하고 아삭한 식감의 신선한 쪽파에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,7000,ON_SALE
산지 선별로 고른 쫀득한 새우,신선한 바다에서 잡은 쫄깃한 새우에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,27500,ON_SALE
제주산 특·상급 오징어,부드럽고 풍미가 가득한 제주산 오징어에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,19900,ON_SALE
고창 햇출하 쌈채소 믹스,신선한 고창산 쌈채소 믹스에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,15000,ON_SALE
신선한 밀양 수산물 바지락,자연산 바지락의 풍미가 살아있는 제품에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,22000,ON_SALE
아삭한 태안 해조류,바다의 맛을 그대로 담은 아삭한 해조류에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,13000,ON_SALE
영주산 아삭한 청상추,신선한 영주에서 자란 아삭한 식감의 청상추입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,14500,ON_SALE
햇출하 고당도 양파,햇출하로 만난 달달한 양파입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,18000,ON_SALE
완도 해풍에 자란 특·상급 브로콜리,완도의 해풍을 맞고 자란 신선한 브로콜리입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,23000,ON_SALE
특별히 선별된 태안 자생 시금치,특별히 선별된 태안 지역의 신선한 시금치입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,17000,ON_SALE
쫀득한 식감의 보성 고구마,보성에서 자란 쫀득한 식감의 고구마입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,20000,ON_SALE
특·상급 고추,매운맛이 잘 살아있는 고추에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,12000,ON_SALE
달달한 무농약 당근,자연 그대로의 맛을 가진 당근에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,17500,ON_SALE
산지 선별 엄선한 브로콜리,영양가 높은 신선한 브로콜리에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,19500,ON_SALE
햇출하 아삭한 청도 오이,신선하고 아삭한 식감의 청도 오이입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,7800,ON_SALE
산지 선별 제주 쑥갓,신선한 제주 쑥갓으로 향긋한 맛을 느껴보세요.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,6200,ON_SALE
고당도 밀양 토마토,진한 풍미와 달콤함이 매력적인 밀양 토마토입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,10500,ON_SALE
엄선된 영주 양배추,아삭한 식감과 신선함이 돋보이는 영주 양배추입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,4700,ON_SALE
제주 햇방풍,신선한 제철 방풍에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,18900,ON_SALE
고창 특·상급 한우,엄선된 고품질 한우에 대한 상세 설명입니다.,9f6d7e8f-9a0b-4e0e-f9c3-99d0e1f2a3b4,59900,ON_SALE
밀양 아삭한 무,신선하고 아삭한 맛의 밀양 무에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,12900,ON_SALE
완도 신선한 굴,자연 그대로의 맛을 지닌 신선한 굴에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,24900,ON_SALE
영주 고당도 사과,달달하고 신선한 영주 사과에 대한 상세 설명입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,15900,ON_SALE
햇출하 아삭한 고구마,신선한 고구마에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,15800,ON_SALE
완도 특·상급 미역,신선한 미역에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,24500,ON_SALE
제주산 고당도 당근,아삭한 당근에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,12900,ON_SALE
태안 엄선된 버섯,신선한 버섯에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,18900,ON_SALE
고창산 쫀득한 감자,신선한 감자에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,17300,ON_SALE
아삭한 청도 배추,신선한 청도 지역에서 자란 아삭한 배추입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,14500,ON_SALE
특·상급 해남 무,"해남에서 자란 특·상급 무로, 풍부한 맛이 특징입니다.",390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,9800,ON_SALE
고당도 완도 미역,"완도에서 채취한 고당도 미역으로, 건강한 영양소가 가득합니다.",067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,12000,ON_SALE
햇출하 밀양 시금치,"햇출하된 밀양 시금치로, 신선한 맛과 영양을 담고 있습니다.",067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,8900,ON_SALE
쫀득한 성주 콩나물,"성주 지역에서 수확한 쫀득한 콩나물로, 요리에 적합합니다.",178b9c0d-1e2f-4c2c-d1a5-11b2c3d4e5f6,7500,ON_SALE
제주 해산물 모듬,신선한 해산물로 구성된 제주산 모듬입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,52900,ON_SALE
특·상급 고창 참외,아삭한 식감과 달달한 맛이 일품인 고창 참외입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,23900,ON_SALE
완도 자연산 전복,신선한 바다의 맛을 그대로 담은 완도산 전복입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,89900,ON_SALE
햇출하 청도 감귤,상큼하고 달콤한 청도산 감귤입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,19900,ON_SALE
밀양 품질 좋은 돼지고기,부드럽고 풍미가 뛰어난 밀양산 돼지고기입니다.,9f6d7e8f-9a0b-4e0e-f9c3-99d0e1f2a3b4,32900,ON_SALE
햇출하 고당도 천혜향,상큼하고 달콤한 풍미가 가득한 천혜향입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,18800,ON_SALE
산지 선별 아삭한 사과,신선하고 아삭한 식감의 프리미엄 사과입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,15900,ON_SALE
특·상급 레드향 오렌지,진한 풍미와 달콤함이 조화를 이룬 레드향 오렌지입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,21500,ON_SALE
청도에서 온 쫀득한 복숭아,달콤하고 쫀득한 식감이 매력적인 청도 복숭아입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,23000,ON_SALE
엄선된 제주 흑돼지,축산물 흑돼지에 대한 상세 설명입니다.,9f6d7e8f-9a0b-4e0e-f9c3-99d0e1f2a3b4,38900,ON_SALE
신선한 완도 전복,수산물 전복에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,52000,ON_SALE
고소한 영주 고추,농산물 고추에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,15800,ON_SALE
특품 해남 무,농산물 무에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,12000,ON_SALE
쫀득한 청도 복숭아,농산물 복숭아에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,24000,ON_SALE
제주산 엄선 한라봉,신선한 제주 한라봉의 달콤한 풍미가 가득합니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,19800,ON_SALE
아삭한 영주 사과,영주에서 자란 아삭한 식감의 사과입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,15700,ON_SALE
고창산 특·상급 쪽파,신선하고 향긋한 고창 쪽파로 요리를 더욱 풍성하게 만들어보세요.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,12000,ON_SALE
특별 선별 완도 멍게,신선한 완도 멍게로 깊은 바다의 맛을 느껴보세요.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,24900,ON_SALE
밀양에서 자란 쫀득한 고구마,밀양에서 자란 쫀득한 식감의 고구마로 간식으로 제격입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,16500,ON_SALE
쫀득한 완도 전복,신선한 완도산 전복에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,27900,ON_SALE
엄선된 청도 반건시,청도에서 자란 달달한 반건시 감귤에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,15200,ON_SALE
특·상급 논산 배,논산에서 수확한 특·상급 배에 대한 상세 설명입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,18900,ON_SALE
고당도 영주 사과,영주에서 자란 고당도 사과에 대한 상세 설명입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,12300,ON_SALE
신선한 해남 고추,해남에서 재배된 신선한 고추에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,7800,ON_SALE
고창 특·상급 사과,신선한 고창 사과에 대한 상세 설명입니다.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,6800,ON_SALE
아삭한 밀양 복숭아,과일류 밀양 복숭아에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,7800,ON_SALE
달달한 제주 감귤,과일류 제주 감귤에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,5200,ON_SALE
프리미엄 샤인머스캣,과일류 샤인머스캣에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,10500,ON_SALE
영주 산지 선별 블루베리,신선한 영주 블루베리에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,9000,ON_SALE
고당도 샤인머스캣 산지 선별,달콤하고 쫀득한 식감의 샤인머스캣입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,24900,ON_SALE
제주산 특·상급 감귤,상큼한 맛이 일품인 제주산 감귤입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,19800,ON_SALE
밀양 아삭한 복숭아,신선함이 가득한 아삭한 식감의 밀양 복숭아입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,24500,ON_SALE
해남 고구마 엄선,달달하고 부드러운 식감의 해남 고구마입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,18500,ON_SALE
청도 참외 햇출하,상큼하고 달콤한 청도 참외로 여름의 맛을 느껴보세요.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,22000,ON_SALE
전남 고창의 달달한 샤인머스캣,신선한 샤인머스캣의 풍미와 달콤함을 그대로 담았습니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,15900,ON_SALE
제주 특·상급 한라봉,햇살을 머금은 한라봉으로 상큼한 맛을 즐겨보세요.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,13000,ON_SALE
엄선된 논산의 아삭한 사과,신선하게 선별된 사과로 아삭한 식감을 느껴보세요.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,9800,ON_SALE
달콤한 강원도 캠벨얼리 포도,강원도에서 자란 캠벨얼리 포도로 달콤한 시간을 가져보세요.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,14500,ON_SALE
신선한 태안의 고당도 감귤,햇살 아래 자란 감귤로 진한 풍미를 느껴보세요.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,11500,ON_SALE
특·상급 아삭한 완두콩,신선한 완두콩에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,19800,ON_SALE
고당도 하우스 방울토마토,달콤한 방울토마토에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,25000,ON_SALE
햇출하 청도 시금치,신선한 청도 시금치에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,21500,ON_SALE
엄선된 고창 쪽파,향긋한 쪽파에 대한 상세 설명입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,14500,ON_SALE
쫀득한 논산 미니당근,아삭하고 쫀득한 미니당근에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,17000,ON_SALE
제주산 고당도 한라봉,"신선한 제주산 한라봉으로, 껍질이 얇고 달콤한 맛이 일품입니다.",d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,18900,ON_SALE
산지 선별 특·상급 샤인머스캣,"엄선된 샤인머스캣으로, 아삭한 식감과 진한 풍미를 자랑합니다.",d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,23700,ON_SALE
전남 영광 자연 재배 감귤,"영광 지역에서 자연 재배된 감귤로, 달콤하고 상큼한 맛이 돋보입니다.",d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,14900,ON_SALE
충북 청주 수확한 캠벨얼리,"청주 지역에서 수확한 캠벨얼리로, 진한 풍미와 상큼함이 조화를 이루는 과일입니다.",7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,15900,ON_SALE
청도 아삭한 유기농 배추,신선한 유기농 배추의 풍부한 맛과 아삭한 식감을 느껴보세요.,e45e6f7a-8b9c-49f9-a8d2-88e9f0a1b2c3,35000,ON_SALE
햇출하 고소한 영주 고구마,"부드럽고 고소한 영주 고구마, 제철의 풍미를 담았습니다.",390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,28000,ON_SALE
완도 특·상급 미나리,상큼한 향과 아삭한 식감을 자랑하는 완도 미나리를 만나보세요.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,42000,ON_SALE
해남 고당도 유기농 당근,"달달한 맛이 일품인 해남 당근, 엄선된 품질로 제공됩니다.",390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,31000,ON_SALE
밀양 신선한 쑥갓,신선한 밀양 쑥갓으로 건강한 한 끼를 완성하세요.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,25000,ON_SALE
고창산 아삭한 얼갈이배추,신선한 고창산 얼갈이배추에 대한 상세 설명입니다.,d34d5e6f-7a8b-48e8-f7c1-77d8e9f0a1b2,24500,ON_SALE
특·상급 밀양 시금치,프리미엄 밀양 시금치에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,21000,ON_SALE
제주 햇출하 청경채,제주에서 자란 신선한 청경채에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,19800,ON_SALE
쫀득한 성주 대파,성주에서 자란 쫀득한 대파에 대한 상세 설명입니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,18000,ON_SALE
엄선된 해남 무,해남에서 자란 엄선된 신선한 무에 대한 상세 설명입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,22000,ON_SALE
고창산 아삭한 청경채,신선한 청경채로 아삭한 식감을 자랑합니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,19800,ON_SALE
햇출하 영주 시금치,영주에서 자란 신선한 시금치로 건강한 식사를 제공합니다.,067a8b9c-0d1e-4b1b-c0f4-00a1b2c3d4e5,21500,ON_SALE
엄선된 국내산 브로콜리,특·상급 브로콜리로 비타민이 풍부합니다.,178b9c0d-1e2f-4c2c-d1a5-11b2c3d4e5f6,24900,ON_SALE
제주산 쫀득한 오이,제주에서 자란 신선한 오이로 맛이 뛰어납니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,17500,ON_SALE
밀양 고구마 특·상급,달달한 맛이 일품인 고구마로 영양 만점입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,22000,ON_SALE
해남 특·상급 무,달큰하고 아삭한 해남산 무로 엄선된 제품입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,4500,ON_SALE
영주 고당도 당근,"달콤하고 아삭한 영주산 당근으로, 건강한 간식으로 좋습니다.",390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,5200,ON_SALE
밀양 산지 선별 쪽파,신선하고 향긋한 밀양산 쪽파로 엄선된 제품입니다.,7d4b5c6d-7e8f-4c8c-d7a1-77b8c9d0e1f2,3900,ON_SALE
전라남도 해남 쫀득한 고구마,고구마의 풍미와 식감이 일품인 전라남도 해남산입니다.,390d1e2f-3a4b-4e4e-f3c7-33d4e5f6a7b8,25900,ON_SALE
